0.00157729	0.00157729	0.02050473	0.00473186	0.02681388	0.00473186	0.00157729	0.22555205	0.00788644	0.00788644	0.01735016	0.00473186	0.00157729	0.00157729	0.00157729	0.00788644	0.00473186	0.00157729	0.00788644	0.00157729	0.00157729	0.00157729	0.00473186	0.00788644	0.00157729	0.01104101	0.00788644	0.01104101	0.00157729	0.02365931	0.00157729	0.01104101	0.00157729	0.00157729	0.02050473	0.01419558	0.00157729	0.04574132	0.01735016	0.01104101	0.00157729	0.00157729	0.00157729	0.01735016	0.00473186	0.00157729	0.01735016	0.01419558	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00157729	0.00788644	0.01104101	0.00473186	0.00157729	0.00788644	0.00157729	0.00157729	0.00157729	0.00788644	0.00788644	0.02050473	0.02050473	0.00473186	0.01735016	0.02681388	0.00157729	0.01104101	0.00157729	0.00473186	0.00473186	0.00157729	0.00157729	0.00473186	0.00157729	0.00473186	0.00157729	0.02050473	0.00473186	0.01419558	0.00157729	0.00157729	0.09305994	0.01419558	0.00473186	0.01735016	0.00788644	0.00157729	0.00157729	0.00157729	0.00157729	
0.00460123	0.00153374	0.01687117	0.00766871	0.00153374	0.00460123	0.00460123	0.00153374	0.01687117	0.00460123	0.00766871	0.00153374	0.00153374	0.01687117	0.00153374	0.00153374	0.04447853	0.00153374	0.01993865	0.02607362	0.00153374	0.00766871	0.00153374	0.00460123	0.00153374	0.00460123	0.00766871	0.00153374	0.31441718	0.01380368	0.00766871	0.00153374	0.00153374	0.00460123	0.01687117	0.00460123	0.01993865	0.00153374	0.00153374	0.00460123	0.01380368	0.00153374	0.00153374	0.00153374	0.00460123	0.00153374	0.00460123	0.01073620	0.00153374	0.00153374	0.01073620	0.00460123	0.00153374	0.01380368	0.00153374	0.00153374	0.00766871	0.00153374	0.00766871	0.00153374	0.02914110	0.01687117	0.00766871	0.00153374	0.00460123	0.00153374	0.00153374	0.00153374	0.00153374	0.00153374	0.00153374	0.01073620	0.00153374	0.00153374	0.00153374	0.00153374	0.01380368	0.00766871	0.01687117	0.00460123	0.00153374	0.00460123	0.00153374	0.00153374	0.00153374	0.00153374	0.00153374	0.00460123	0.00460123	0.00153374	0.00153374	0.00460123	0.00153374	0.01073620	0.08128834	0.00460123	0.00153374	0.01993865	0.01073620	0.00460123	
0.03035144	0.00159744	0.00159744	0.00479233	0.00798722	0.00479233	0.00798722	0.00159744	0.02715655	0.03035144	0.00159744	0.00159744	0.00159744	0.00479233	0.00159744	0.00159744	0.00159744	0.01437700	0.02715655	0.00159744	0.01118211	0.00479233	0.00479233	0.00159744	0.00159744	0.00159744	0.00798722	0.00479233	0.00159744	0.00798722	0.00479233	0.00479233	0.00798722	0.00159744	0.00159744	0.00159744	0.00159744	0.00479233	0.00479233	0.00479233	0.00159744	0.00479233	0.00159744	0.01118211	0.00159744	0.00798722	0.01437700	0.00159744	0.00159744	0.00479233	0.00479233	0.00798722	0.00479233	0.01437700	0.00479233	0.00479233	0.01118211	0.00159744	0.00479233	0.00798722	0.00479233	0.01437700	0.00159744	0.33067093	0.00479233	0.00159744	0.00479233	0.00159744	0.01437700	0.00159744	0.00159744	0.00159744	0.00159744	0.00479233	0.00159744	0.00159744	0.00479233	0.00159744	0.01118211	0.00479233	0.00159744	0.00798722	0.00159744	0.00159744	0.00159744	0.00159744	0.00159744	0.01437700	0.03035144	0.00159744	0.00159744	0.05910543	0.00159744	0.04313099	0.00479233	0.00479233	0.00159744	0.02076677	0.00159744	0.00159744	
0.00950570	0.00950570	0.01330798	0.02471483	0.00570342	0.00190114	0.00950570	0.00950570	0.01711027	0.00190114	0.02091255	0.00190114	0.02091255	0.03231939	0.00190114	0.00570342	0.03612167	0.00570342	0.01330798	0.02471483	0.00190114	0.00570342	0.00190114	0.01330798	0.01711027	0.00190114	0.00950570	0.00190114	0.00190114	0.05513308	0.01330798	0.00570342	0.00190114	0.00190114	0.02091255	0.00950570	0.00190114	0.00190114	0.00950570	0.00570342	0.00950570	0.00190114	0.00190114	0.02851711	0.00190114	0.00190114	0.00570342	0.00190114	0.00570342	0.00190114	0.01711027	0.00570342	0.00190114	0.01330798	0.00190114	0.00190114	0.00190114	0.01330798	0.01330798	0.00570342	0.00950570	0.00190114	0.00950570	0.06273764	0.00950570	0.01330798	0.00190114	0.00190114	0.02091255	0.00570342	0.00950570	0.00570342	0.00190114	0.00190114	0.00190114	0.03612167	0.00190114	0.00950570	0.02851711	0.00950570	0.00190114	0.00570342	0.00950570	0.00950570	0.00190114	0.00570342	0.00190114	0.00190114	0.00570342	0.00950570	0.00190114	0.00950570	0.00950570	0.00190114	0.01330798	0.02851711	0.00570342	0.02851711	0.00190114	0.01711027	
0.00427350	0.02991453	0.00427350	0.02991453	0.00427350	0.00427350	0.01282051	0.00427350	0.03846154	0.00427350	0.01282051	0.00427350	0.00427350	0.03846154	0.00427350	0.00427350	0.01282051	0.01282051	0.02136752	0.00427350	0.00427350	0.01282051	0.00427350	0.01282051	0.02136752	0.00427350	0.00427350	0.00427350	0.00427350	0.00427350	0.02991453	0.00427350	0.00427350	0.00427350	0.00427350	0.00427350	0.00427350	0.00427350	0.00427350	0.01282051	0.00427350	0.00427350	0.00427350	0.00427350	0.02991453	0.01282051	0.00427350	0.02136752	0.01282051	0.00427350	0.00427350	0.00427350	0.00427350	0.01282051	0.00427350	0.01282051	0.02991453	0.01282051	0.00427350	0.00427350	0.00427350	0.02136752	0.00427350	0.02991453	0.00427350	0.00427350	0.01282051	0.00427350	0.00427350	0.00427350	0.00427350	0.01282051	0.00427350	0.01282051	0.00427350	0.00427350	0.01282051	0.01282051	0.00427350	0.00427350	0.02136752	0.00427350	0.00427350	0.02991453	0.00427350	0.00427350	0.01282051	0.00427350	0.01282051	0.02136752	0.02136752	0.00427350	0.01282051	0.02991453	0.00427350	0.01282051	0.00427350	0.00427350	0.00427350	0.00427350	
0.00529661	0.00105932	0.01800847	0.00105932	0.03919492	0.03707627	0.00529661	0.01588983	0.01588983	0.00317797	0.00317797	0.00317797	0.00105932	0.00105932	0.00105932	0.00105932	0.00105932	0.00529661	0.00105932	0.03283898	0.00105932	0.00953390	0.00953390	0.00105932	0.00741525	0.00105932	0.00317797	0.00105932	0.01800847	0.04766949	0.00105932	0.00529661	0.00105932	0.00317797	0.06461864	0.02012712	0.00105932	0.00105932	0.00105932	0.00105932	0.00317797	0.00105932	0.00741525	0.01800847	0.00317797	0.00317797	0.00741525	0.00105932	0.00317797	0.00741525	0.01800847	0.00953390	0.00953390	0.01800847	0.00105932	0.01165254	0.00105932	0.00953390	0.00317797	0.00105932	0.00529661	0.02224576	0.00953390	0.00105932	0.01165254	0.00105932	0.01165254	0.00105932	0.00741525	0.01377119	0.00105932	0.02012712	0.00529661	0.00105932	0.00529661	0.00105932	0.00105932	0.00105932	0.02012712	0.00105932	0.00105932	0.00741525	0.00317797	0.00105932	0.00105932	0.20233051	0.00317797	0.00105932	0.00317797	0.00105932	0.00105932	0.00741525	0.00105932	0.00529661	0.00529661	0.01165254	0.00317797	0.05402542	0.01377119	0.00105932	
0.00226244	0.00226244	0.00226244	0.00226244	0.00678733	0.00226244	0.00678733	0.00226244	0.00226244	0.00226244	0.00678733	0.00678733	0.00226244	0.01583710	0.01131222	0.00678733	0.01131222	0.00226244	0.02036199	0.00226244	0.31447964	0.05656109	0.00226244	0.00226244	0.00226244	0.01131222	0.00226244	0.00226244	0.00226244	0.00226244	0.00678733	0.01583710	0.01583710	0.00226244	0.00678733	0.02941176	0.00226244	0.01583710	0.00678733	0.00678733	0.00678733	0.00226244	0.00226244	0.00678733	0.00226244	0.00226244	0.00226244	0.01583710	0.00226244	0.00226244	0.00226244	0.00226244	0.01583710	0.00226244	0.00226244	0.00226244	0.00226244	0.00678733	0.00678733	0.00226244	0.00678733	0.00226244	0.00226244	0.00226244	0.01131222	0.02488688	0.00226244	0.00678733	0.00226244	0.00226244	0.01131222	0.00226244	0.00226244	0.00226244	0.01583710	0.00226244	0.02036199	0.02488688	0.00226244	0.00226244	0.00226244	0.00678733	0.00226244	0.00226244	0.00226244	0.00226244	0.00226244	0.00226244	0.01583710	0.02036199	0.00678733	0.01131222	0.01131222	0.00226244	0.00226244	0.00226244	0.00226244	0.01583710	0.00226244	0.02036199	
0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.01401869	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.05140187	0.00467290	0.03271028	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.01401869	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.01401869	0.07009346	0.01401869	0.00467290	0.00467290	0.01401869	0.00467290	0.02336449	0.00467290	0.00467290	0.00467290	0.00467290	0.03271028	0.03271028	0.01401869	0.00467290	0.00467290	0.01401869	0.04205607	0.00467290	0.04205607	0.00467290	0.00467290	0.00467290	0.00467290	0.00467290	0.01401869	0.00467290	0.01401869	0.00467290	0.03271028	0.00467290	0.00467290	0.00467290	0.00467290	0.01401869	0.00467290	0.02336449	0.00467290	0.01401869	0.02336449	0.00467290	0.00467290	0.00467290	0.01401869	0.00467290	0.05140187	0.00467290	0.00467290	0.01401869	0.01401869	0.00467290	
0.00877193	0.00877193	0.00877193	0.00877193	0.02631579	0.00877193	0.00877193	0.00877193	0.00877193	0.02631579	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.02631579	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.02631579	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.06140351	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	0.00877193	
0.01412429	0.00282486	0.00847458	0.01977401	0.00282486	0.01412429	0.01412429	0.00847458	0.01977401	0.01412429	0.01977401	0.00847458	0.00282486	0.01412429	0.00282486	0.00282486	0.00282486	0.00282486	0.01412429	0.05932203	0.00282486	0.03672316	0.01412429	0.00282486	0.01412429	0.00282486	0.00282486	0.00282486	0.00282486	0.01412429	0.00847458	0.00282486	0.01412429	0.00282486	0.00282486	0.01412429	0.00282486	0.00282486	0.00282486	0.02542373	0.00282486	0.00282486	0.01412429	0.00282486	0.00282486	0.00282486	0.00847458	0.00282486	0.00282486	0.00282486	0.02542373	0.00282486	0.00282486	0.01977401	0.01412429	0.11581921	0.00282486	0.00282486	0.00282486	0.00282486	0.01412429	0.00847458	0.00282486	0.00282486	0.00847458	0.00282486	0.00282486	0.00282486	0.00282486	0.00282486	0.00847458	0.00282486	0.00282486	0.01412429	0.00847458	0.01412429	0.00847458	0.00282486	0.01977401	0.01412429	0.00282486	0.00282486	0.00847458	0.00282486	0.00282486	0.01977401	0.01412429	0.00282486	0.00847458	0.00847458	0.00282486	0.05367232	0.00847458	0.00282486	0.00282486	0.00282486	0.00282486	0.03672316	0.00282486	0.00282486	
